,날짜,시장,품명,거래량
6477,2016-01-19,대전,가을,11190
6478,2016-01-19,서울,가을,9350
6479,2016-01-19,광주,겨울,12306
6480,2016-01-19,대전,겨울,5980
6481,2016-01-19,부산,겨울,226000
6482,2016-01-19,서울,겨울,196555
6483,2016-01-19,대구,봄,80520
6484,2016-01-20,대구,가을,7200
6485,2016-01-20,대전,가을,17160
6486,2016-01-20,서울,가을,10000
6487,2016-01-20,광주,겨울,11270
6488,2016-01-20,부산,겨울,151000
6489,2016-01-20,서울,겨울,252110
6490,2016-01-20,대구,봄,22960
6491,2016-01-21,대전,가을,8910
6492,2016-01-21,서울,가을,3310
6493,2016-01-21,광주,겨울,5950
6494,2016-01-21,대전,겨울,6700
6495,2016-01-21,부산,겨울,45000
6496,2016-01-21,서울,겨울,161660
6497,2016-01-21,대구,봄,46280
6498,2016-01-22,대전,가을,9670
6499,2016-01-22,서울,가을,27000
6500,2016-01-22,광주,겨울,11330
6501,2016-01-22,부산,겨울,67000
6502,2016-01-22,서울,겨울,772680
6503,2016-01-22,대구,봄,50800
6504,2016-01-23,대전,가을,9760
6505,2016-01-23,광주,겨울,10012
6506,2016-01-23,부산,겨울,13000
6507,2016-01-23,서울,겨울,276500
6508,2016-01-25,대전,가을,9700
6509,2016-01-25,광주,겨울,2040
6510,2016-01-25,대전,겨울,3750
6511,2016-01-25,부산,겨울,147000
6512,2016-01-25,서울,겨울,285610
6513,2016-01-25,대구,봄,46000
6514,2016-01-26,대전,가을,8840
6515,2016-01-26,서울,가을,10000
6516,2016-01-26,광주,겨울,1880
6517,2016-01-26,부산,겨울,47000
6518,2016-01-26,서울,겨울,309440
6519,2016-01-26,대구,봄,58360
6520,2016-01-27,대전,가을,10190
6521,2016-01-27,광주,겨울,1960
6522,2016-01-27,대전,겨울,9040
6523,2016-01-27,부산,겨울,135000
6524,2016-01-27,서울,겨울,318410
6525,2016-01-27,대구,봄,56160
6526,2016-01-28,대전,가을,16820
6527,2016-01-28,서울,가을,18600
6528,2016-01-28,광주,겨울,19802
6529,2016-01-28,대전,겨울,16990
6530,2016-01-28,부산,겨울,141000
6531,2016-01-28,서울,겨울,350610
6532,2016-01-28,대구,봄,105980
6533,2016-01-29,대전,가을,34910
6534,2016-01-29,서울,가을,10200
6535,2016-01-29,광주,겨울,8930
6536,2016-01-29,대전,겨울,10100
6537,2016-01-29,부산,겨울,222000
6538,2016-01-29,서울,겨울,443560
6539,2016-01-29,대구,봄,47040
6540,2016-01-30,대전,가을,13300
6541,2016-01-30,광주,겨울,28054
6542,2016-01-30,대전,겨울,3070
6543,2016-01-30,부산,겨울,8000
6544,2016-02-01,대전,가을,40570
6545,2016-02-01,서울,가을,18600
6546,2016-02-01,광주,겨울,25734
6547,2016-02-01,대전,겨울,7240
6548,2016-02-01,부산,겨울,151000
6549,2016-02-01,서울,겨울,687930
6550,2016-02-01,대구,봄,174280
6551,2016-02-02,대전,가을,28180
6552,2016-02-02,광주,겨울,35774
6553,2016-02-02,대전,겨울,7490
6554,2016-02-02,부산,겨울,181000
6555,2016-02-02,서울,겨울,475140
6556,2016-02-02,대구,봄,100320
6557,2016-02-03,대전,가을,22150
6558,2016-02-03,서울,가을,18600
6559,2016-02-03,광주,겨울,29984
6560,2016-02-03,대전,겨울,6070
6561,2016-02-03,부산,겨울,195000
6562,2016-02-03,서울,겨울,347600
6563,2016-02-03,대구,봄,145248
6564,2016-02-04,대전,가을,24960
6565,2016-02-04,서울,가을,28100
6566,2016-02-04,광주,겨울,30220
6567,2016-02-04,대전,겨울,10700
6568,2016-02-04,부산,겨울,141000
6569,2016-02-04,서울,겨울,373294
6570,2016-02-04,대구,봄,315100
6571,2016-02-05,대전,가을,20490
6572,2016-02-05,광주,겨울,27844
6573,2016-02-05,대전,겨울,10880
6574,2016-02-05,부산,겨울,212000
6575,2016-02-05,서울,겨울,420565
6576,2016-02-05,대구,봄,118000
6577,2016-02-06,대전,가을,12080
6578,2016-02-06,광주,겨울,2230
6579,2016-02-06,대전,겨울,2950
6580,2016-02-06,부산,겨울,20000
6581,2016-02-06,서울,겨울,165550
6582,2016-02-07,대전,겨울,1030
6583,2016-02-11,대전,가을,17490
6584,2016-02-11,서울,가을,18900
6585,2016-02-11,광주,겨울,3604
6586,2016-02-11,대전,겨울,2650
6587,2016-02-11,부산,겨울,8000
6588,2016-02-11,서울,겨울,259150
6589,2016-02-11,대구,봄,154160
6590,2016-02-12,대전,가을,18840
6591,2016-02-12,서울,가을,18600
6592,2016-02-12,광주,겨울,10420
6593,2016-02-12,대전,겨울,7020
6594,2016-02-12,부산,겨울,83000
6595,2016-02-12,서울,겨울,283330
6596,2016-02-12,대구,봄,12600
6597,2016-02-13,대전,가을,1800
6598,2016-02-13,광주,겨울,4170
6599,2016-02-13,부산,겨울,9000
6600,2016-02-13,서울,겨울,149350
6601,2016-02-15,대전,가을,25680
6602,2016-02-15,서울,가을,18500
6603,2016-02-15,광주,겨울,4500
6604,2016-02-15,대전,겨울,9900
6605,2016-02-15,부산,겨울,74000
6606,2016-02-15,서울,겨울,526660
6607,2016-02-15,대구,봄,215640
6608,2016-02-16,대전,가을,14550
6609,2016-02-16,서울,가을,19300
6610,2016-02-16,광주,겨울,13518
6611,2016-02-16,부산,겨울,123000
6612,2016-02-16,서울,겨울,323270
6613,2016-02-16,대구,봄,82860
6614,2016-02-17,대전,가을,10400
6615,2016-02-17,서울,가을,9600
6616,2016-02-17,광주,겨울,13424
6617,2016-02-17,대전,겨울,14590
6618,2016-02-17,부산,겨울,153000
6619,2016-02-17,서울,겨울,456990
6620,2016-02-17,대구,봄,137024
6621,2016-02-17,서울,봄,2100
6622,2016-02-18,대전,가을,27550
6623,2016-02-18,서울,가을,18500
6624,2016-02-18,광주,겨울,14072
6625,2016-02-18,대전,겨울,13450
6626,2016-02-18,부산,겨울,160000
6627,2016-02-18,서울,겨울,286620
6628,2016-02-18,대구,봄,182088
6629,2016-02-18,서울,봄,3150
6630,2016-02-19,대전,가을,15380
6631,2016-02-19,서울,가을,10000
6632,2016-02-19,광주,겨울,20590
6633,2016-02-19,대전,겨울,13490
6634,2016-02-19,부산,겨울,186000
6635,2016-02-19,서울,겨울,436760
6636,2016-02-19,대구,봄,88560
6637,2016-02-19,서울,봄,1980
6638,2016-02-20,대전,가을,15340
6639,2016-02-20,광주,겨울,24450
6640,2016-02-20,대전,겨울,10050
6641,2016-02-20,부산,겨울,5000
6642,2016-02-20,서울,겨울,209750
6643,2016-02-20,서울,봄,2640
6644,2016-02-22,대전,가을,33660
6645,2016-02-22,서울,가을,10000
6646,2016-02-22,광주,겨울,38540
6647,2016-02-22,대전,겨울,17920
6648,2016-02-22,부산,겨울,256000
6649,2016-02-22,서울,겨울,423850
6650,2016-02-22,대구,봄,79642
6651,2016-02-22,서울,봄,9060
6652,2016-02-23,서울,가을,9500
6653,2016-02-23,광주,겨울,5060
6654,2016-02-23,부산,겨울,107000
6655,2016-02-23,서울,겨울,406710
6656,2016-02-23,대구,봄,49688
6657,2016-02-23,서울,봄,2805
6658,2016-02-24,대전,가을,18730
6659,2016-02-24,서울,가을,19100
6660,2016-02-24,광주,겨울,10110
6661,2016-02-24,부산,겨울,71000
6662,2016-02-24,서울,겨울,397640
6663,2016-02-24,대구,봄,27600
6664,2016-02-24,서울,봄,2340
6665,2016-02-25,대전,가을,18510
6666,2016-02-25,서울,가을,10000
6667,2016-02-25,광주,겨울,11438
6668,2016-02-25,부산,겨울,169000
6669,2016-02-25,서울,겨울,430500
6670,2016-02-25,대구,봄,44408
6671,2016-02-25,서울,봄,2100
6672,2016-02-26,대전,가을,33570
6673,2016-02-26,서울,가을,8200
6674,2016-02-26,광주,겨울,9494
6675,2016-02-26,대전,겨울,3180
6676,2016-02-26,부산,겨울,77000
6677,2016-02-26,서울,겨울,482650
6678,2016-02-26,대구,봄,77040
6679,2016-02-26,서울,봄,4725
6680,2016-02-27,대전,가을,10310
6681,2016-02-27,서울,가을,9500
6682,2016-02-27,광주,겨울,13872
6683,2016-02-27,대전,겨울,4730
6684,2016-02-27,부산,겨울,9000
6685,2016-02-27,서울,겨울,232750
6686,2016-02-27,서울,봄,3930
6687,2016-02-29,대전,가을,22820
6688,2016-02-29,광주,겨울,22340
6689,2016-02-29,대전,겨울,3310
6690,2016-02-29,부산,겨울,45000
6691,2016-02-29,서울,겨울,395810
6692,2016-02-29,대구,봄,71600
6693,2016-02-29,서울,봄,4050
6694,2016-03-01,대전,가을,20230
6695,2016-03-01,서울,가을,10000
6696,2016-03-01,광주,겨울,13252
6697,2016-03-01,대전,겨울,3910
6698,2016-03-01,서울,겨울,341340
6699,2016-03-01,대구,봄,15360
6700,2016-03-01,서울,봄,4185
6701,2016-03-02,대전,가을,14710
6702,2016-03-02,광주,겨울,21824
6703,2016-03-02,대전,겨울,3780
6704,2016-03-02,서울,겨울,356070
6705,2016-03-02,대구,봄,67464
6706,2016-03-02,서울,봄,2025
6707,2016-03-03,대전,가을,23440
6708,2016-03-03,서울,가을,10000
6709,2016-03-03,광주,겨울,16090
6710,2016-03-03,대전,겨울,3080
6711,2016-03-03,서울,겨울,335360
6712,2016-03-03,대구,봄,67080
6713,2016-03-03,서울,봄,3495
6714,2016-03-04,대전,가을,30980
6715,2016-03-04,광주,겨울,31050
6716,2016-03-04,대전,겨울,2850
6717,2016-03-04,서울,겨울,385850
6718,2016-03-04,대구,봄,51620
6719,2016-03-04,서울,봄,3540
6720,2016-03-05,대전,가을,12030
6721,2016-03-05,서울,가을,9500
6722,2016-03-05,광주,겨울,14378
6723,2016-03-05,대전,겨울,1840
6724,2016-03-05,서울,겨울,179570
6725,2016-03-05,서울,봄,1005
6726,2016-03-06,대구,봄,9500
6727,2016-03-07,대전,가을,24090
6728,2016-03-07,광주,겨울,14168
6729,2016-03-07,서울,겨울,499180
6730,2016-03-07,대구,봄,89480
6731,2016-03-07,서울,봄,3375
6732,2016-03-08,대전,가을,18720
6733,2016-03-08,서울,가을,9500
6734,2016-03-08,광주,겨울,19272
6735,2016-03-08,대전,겨울,3000
6736,2016-03-08,서울,겨울,530520
6737,2016-03-08,대구,봄,62248
6738,2016-03-08,서울,봄,3450
6739,2016-03-09,대전,가을,19960
6740,2016-03-09,서울,가을,2600
6741,2016-03-09,광주,겨울,1090
6742,2016-03-09,대전,겨울,6770
6743,2016-03-09,서울,겨울,459360
6744,2016-03-09,대구,봄,43840
6745,2016-03-09,서울,봄,3375
6746,2016-03-10,대전,가을,13590
6747,2016-03-10,서울,가을,19600
6748,2016-03-10,광주,겨울,23326
6749,2016-03-10,대전,겨울,2460
6750,2016-03-10,서울,겨울,196850
6751,2016-03-10,대구,봄,65056
6752,2016-03-10,서울,봄,11895
6753,2016-03-11,대전,가을,24710
6754,2016-03-11,서울,가을,9500
6755,2016-03-11,광주,겨울,19188
6756,2016-03-11,대전,겨울,2800
6757,2016-03-11,서울,겨울,315550
6758,2016-03-11,대구,봄,88280
6759,2016-03-11,서울,봄,7785
6760,2016-03-12,대전,가을,14340
6761,2016-03-12,서울,가을,9000
6762,2016-03-12,광주,겨울,21558
6763,2016-03-12,서울,겨울,301430
6764,2016-03-12,서울,봄,1725
6765,2016-03-14,대전,가을,21000
6766,2016-03-14,서울,가을,9300
6767,2016-03-14,광주,겨울,18212
6768,2016-03-14,대전,겨울,4890
6769,2016-03-14,서울,겨울,161010
6770,2016-03-14,대구,봄,78466
6771,2016-03-14,서울,봄,3105
6772,2016-03-15,대전,가을,13790
6773,2016-03-15,광주,겨울,14062
6774,2016-03-15,대전,겨울,2640
6775,2016-03-15,서울,겨울,103700
6776,2016-03-15,대구,봄,57720
6777,2016-03-15,서울,봄,3525
6778,2016-03-16,대전,가을,15250
6779,2016-03-16,광주,겨울,19532
6780,2016-03-16,대전,겨울,2980
6781,2016-03-16,서울,겨울,46850
6782,2016-03-16,대구,봄,69080
6783,2016-03-16,서울,봄,5235
6784,2016-03-17,대전,가을,21440
6785,2016-03-17,광주,겨울,15312
6786,2016-03-17,대전,겨울,4470
6787,2016-03-17,서울,겨울,57690
6788,2016-03-17,대구,봄,88580
6789,2016-03-17,서울,봄,3000
6790,2016-03-18,대전,가을,19050
6791,2016-03-18,광주,겨울,14628
6792,2016-03-18,대전,겨울,3090
6793,2016-03-18,서울,겨울,75800
6794,2016-03-18,대구,봄,70420
6795,2016-03-18,서울,봄,4345
6796,2016-03-19,대전,가을,3660
6797,2016-03-19,광주,겨울,11072
6798,2016-03-19,대전,겨울,5460
6799,2016-03-19,서울,겨울,38500
6800,2016-03-19,서울,봄,1350
6801,2016-03-21,대전,가을,20870
6802,2016-03-21,광주,겨울,22642
6803,2016-03-21,서울,겨울,74950
6804,2016-03-21,대구,봄,106340
6805,2016-03-21,서울,봄,5865
6806,2016-03-22,대전,가을,29300
6807,2016-03-22,광주,겨울,16426
6808,2016-03-22,대전,겨울,9320
6809,2016-03-22,서울,겨울,35850
6810,2016-03-22,서울,봄,750
6811,2016-03-22,서울,여름,50
6812,2016-03-23,대전,가을,24760
6813,2016-03-23,광주,겨울,12266
6814,2016-03-23,서울,겨울,36100
6815,2016-03-23,대구,봄,44000
6816,2016-03-23,서울,봄,3630
6817,2016-03-24,대전,가을,7840
6818,2016-03-24,광주,겨울,20412
6819,2016-03-24,대전,겨울,9460
6820,2016-03-24,서울,겨울,47050
6821,2016-03-24,대구,봄,89392
6822,2016-03-25,대전,가을,17100
6823,2016-03-25,광주,겨울,12942
6824,2016-03-25,대전,겨울,9200
6825,2016-03-25,서울,겨울,55000
6826,2016-03-25,대구,봄,55816
6827,2016-03-26,대전,가을,15310
6828,2016-03-26,광주,겨울,9134
6829,2016-03-26,대전,겨울,9080
6830,2016-03-26,서울,겨울,16500
6831,2016-03-28,대전,가을,25760
6832,2016-03-28,광주,겨울,16704
6833,2016-03-28,대전,겨울,14590
6834,2016-03-28,서울,겨울,33950
6835,2016-03-28,대구,봄,78528
6836,2016-03-29,대전,가을,16430
6837,2016-03-29,광주,겨울,17104
6838,2016-03-29,대전,겨울,4950
6839,2016-03-30,대전,가을,8950
6840,2016-03-30,광주,겨울,20924
6841,2016-03-30,대전,겨울,10000
6842,2016-03-30,서울,겨울,8340
6843,2016-03-31,대전,가을,8090
6844,2016-03-31,광주,겨울,14790
6845,2016-03-31,대전,겨울,4460
6846,2016-03-31,대구,봄,91900
6847,2016-04-01,대전,가을,21470
6848,2016-04-01,광주,겨울,15254
6849,2016-04-01,대전,겨울,9190
6850,2016-04-01,서울,겨울,16700
6851,2016-04-01,대구,봄,56824
6852,2016-04-02,대전,가을,12030
6853,2016-04-02,광주,겨울,18930
6854,2016-04-02,대전,겨울,3450
6855,2016-04-02,서울,겨울,29000
6856,2016-04-04,대전,가을,11480
6857,2016-04-04,광주,겨울,20814
6858,2016-04-04,대전,겨울,4000
6859,2016-04-04,서울,겨울,8350
6860,2016-04-04,대전,봄,5640
6861,2016-04-05,대전,가을,21920
6862,2016-04-05,광주,겨울,21784
6863,2016-04-05,대전,겨울,8440
6864,2016-04-05,서울,겨울,9500
6865,2016-04-05,대구,봄,47120
6866,2016-04-05,대전,봄,5210
6867,2016-04-06,대전,가을,13730
6868,2016-04-06,광주,겨울,16514
6869,2016-04-06,대전,겨울,4990
6870,2016-04-06,대구,봄,24600
6871,2016-04-06,대전,봄,2000
6872,2016-04-07,대전,가을,10280
6873,2016-04-07,광주,겨울,22218
6874,2016-04-07,대구,봄,95640
6875,2016-04-07,대전,봄,4450
6876,2016-04-08,대전,가을,10450
6877,2016-04-08,광주,겨울,29988
6878,2016-04-08,대구,봄,56925
6879,2016-04-08,대전,봄,9740
6880,2016-04-08,부산,봄,20000
6881,2016-04-09,대전,가을,6760
6882,2016-04-09,광주,겨울,9224
6883,2016-04-09,대전,봄,6700
6884,2016-04-11,대전,가을,3410
6885,2016-04-11,광주,겨울,24006
6886,2016-04-11,대구,봄,76720
6887,2016-04-11,대전,봄,24440
6888,2016-04-12,대전,가을,10140
6889,2016-04-12,광주,겨울,2370
6890,2016-04-12,대구,봄,43800
6891,2016-04-12,대전,봄,31330
6892,2016-04-13,광주,겨울,9728
6893,2016-04-13,대구,봄,8000
6894,2016-04-13,대전,봄,23040
6895,2016-04-14,광주,겨울,10264
6896,2016-04-14,대구,봄,101706
6897,2016-04-14,대전,봄,31860
6898,2016-04-14,서울,봄,10000
6899,2016-04-15,광주,겨울,10324
6900,2016-04-15,대구,봄,40120
6901,2016-04-15,대전,봄,41540
6902,2016-04-15,서울,봄,19700
6903,2016-04-16,광주,겨울,1890
6904,2016-04-16,대전,봄,28620
6905,2016-04-18,광주,겨울,13554
6906,2016-04-18,대구,봄,58536
6907,2016-04-18,대전,봄,19770
6908,2016-04-18,서울,봄,83800
6909,2016-04-19,광주,겨울,26170
6910,2016-04-19,대구,봄,54200
6911,2016-04-19,대전,봄,50800
6912,2016-04-19,서울,봄,56430
6913,2016-04-20,광주,겨울,9896
6914,2016-04-20,대구,봄,40024
6915,2016-04-20,대전,봄,39620
6916,2016-04-20,서울,봄,9500
6917,2016-04-21,광주,겨울,15710
6918,2016-04-21,대구,봄,84320
6919,2016-04-21,대전,봄,31480
6920,2016-04-21,서울,봄,94050
6921,2016-04-22,광주,겨울,17758
6922,2016-04-22,대구,봄,59810
6923,2016-04-22,대전,봄,38980
6924,2016-04-22,서울,봄,115930
6925,2016-04-23,광주,겨울,9000
6926,2016-04-23,대전,봄,43440
6927,2016-04-23,서울,봄,146150
6928,2016-04-25,광주,겨울,16188
6929,2016-04-25,광주,봄,2816
6930,2016-04-25,대구,봄,83240
6931,2016-04-25,대전,봄,78080
6932,2016-04-25,서울,봄,261500
6933,2016-04-26,광주,겨울,7856
6934,2016-04-26,서울,겨울,10000
6935,2016-04-26,광주,봄,2336
6936,2016-04-26,대구,봄,25400
6937,2016-04-26,대전,봄,48390
6938,2016-04-26,서울,봄,339850
6939,2016-04-27,광주,겨울,3810
6940,2016-04-27,서울,겨울,10300
6941,2016-04-27,대구,봄,45010
6942,2016-04-27,대전,봄,46380
6943,2016-04-27,서울,봄,437750
6944,2016-04-28,광주,겨울,4442
6945,2016-04-28,대구,봄,78520
6946,2016-04-28,대전,봄,45650
6947,2016-04-28,서울,봄,405080
6948,2016-04-29,광주,겨울,10878
6949,2016-04-29,서울,겨울,8500
6950,2016-04-29,광주,봄,7136
6951,2016-04-29,대구,봄,25380
6952,2016-04-29,대전,봄,58960
6953,2016-04-29,부산,봄,124000
6954,2016-04-29,서울,봄,356320
6955,2016-04-30,광주,겨울,14924
6956,2016-04-30,광주,봄,4600
6957,2016-04-30,대전,봄,21190
6958,2016-04-30,서울,봄,201700
6959,2016-05-01,부산,봄,8000
6960,2016-05-02,광주,겨울,16094
6961,2016-05-02,광주,봄,2256
6962,2016-05-02,대구,봄,89500
6963,2016-05-02,대전,봄,46940
6964,2016-05-02,부산,봄,121000
6965,2016-05-02,서울,봄,475350
6966,2016-05-03,광주,겨울,10240
6967,2016-05-03,서울,겨울,9500
6968,2016-05-03,대구,봄,56090
6969,2016-05-03,대전,봄,53750
6970,2016-05-03,부산,봄,53000
6971,2016-05-03,서울,봄,573360
6972,2016-05-04,광주,봄,7712
6973,2016-05-04,대구,봄,52640
6974,2016-05-04,대전,봄,37800
6975,2016-05-04,부산,봄,172000
6976,2016-05-04,서울,봄,331050
6977,2016-05-05,광주,겨울,990
6978,2016-05-05,광주,봄,7752
6979,2016-05-05,대구,봄,36920
6980,2016-05-05,대전,봄,48650
6981,2016-05-05,부산,봄,23000
6982,2016-05-05,서울,봄,446900
6983,2016-05-06,광주,봄,9792
6984,2016-05-06,대구,봄,8160
6985,2016-05-06,대전,봄,59960
6986,2016-05-06,부산,봄,10000
6987,2016-05-06,서울,봄,341610
6988,2016-05-07,광주,겨울,1800
6989,2016-05-07,광주,봄,8408
6990,2016-05-07,대전,봄,25730
6991,2016-05-07,부산,봄,23000
6992,2016-05-07,서울,봄,154700
6993,2016-05-09,광주,겨울,2880
6994,2016-05-09,광주,봄,14648
6995,2016-05-09,대구,봄,89880
6996,2016-05-09,대전,봄,42730
6997,2016-05-09,부산,봄,265000
6998,2016-05-09,서울,봄,632860
6999,2016-05-10,광주,겨울,5640
7000,2016-05-10,광주,봄,8200
7001,2016-05-10,대구,봄,70050
7002,2016-05-10,대전,봄,36060
7003,2016-05-10,부산,봄,72000
7004,2016-05-10,서울,봄,587130
7005,2016-05-11,광주,겨울,7920
7006,2016-05-11,광주,봄,9776
7007,2016-05-11,대구,봄,38290
7008,2016-05-11,대전,봄,53700
7009,2016-05-11,부산,봄,175000
7010,2016-05-11,서울,봄,551170
7011,2016-05-12,서울,겨울,8000
7012,2016-05-12,광주,봄,11792
7013,2016-05-12,대구,봄,98210
7014,2016-05-12,대전,봄,37440
7015,2016-05-12,부산,봄,151000
7016,2016-05-12,서울,봄,602830
7017,2016-05-13,광주,겨울,21850
7018,2016-05-13,광주,봄,24560
7019,2016-05-13,대구,봄,78288
7020,2016-05-13,대전,봄,57950
7021,2016-05-13,부산,봄,116000
7022,2016-05-13,서울,봄,396210
7023,2016-05-14,광주,봄,11168
7024,2016-05-14,대전,봄,16410
7025,2016-05-16,광주,겨울,10000
7026,2016-05-16,광주,봄,10688
7027,2016-05-16,대구,봄,82216
7028,2016-05-16,대전,봄,47470
7029,2016-05-16,부산,봄,172000
7030,2016-05-16,서울,봄,499630
7031,2016-05-17,광주,겨울,7850
7032,2016-05-17,광주,봄,12752
7033,2016-05-17,대구,봄,57540
7034,2016-05-17,대전,봄,39200
7035,2016-05-17,부산,봄,177000
7036,2016-05-17,서울,봄,412450
7037,2016-05-18,광주,겨울,280
7038,2016-05-18,광주,봄,7928
7039,2016-05-18,대구,봄,85200
7040,2016-05-18,대전,봄,42470
7041,2016-05-18,부산,봄,111000
7042,2016-05-18,서울,봄,571570
7043,2016-05-19,광주,겨울,1080
7044,2016-05-19,광주,봄,4776
7045,2016-05-19,대구,봄,87450
7046,2016-05-19,대전,봄,51090
7047,2016-05-19,부산,봄,182000
7048,2016-05-19,서울,봄,529900
7049,2016-05-20,광주,겨울,11580
7050,2016-05-20,광주,봄,9288
7051,2016-05-20,대구,봄,59260
7052,2016-05-20,대전,봄,42240
7053,2016-05-20,부산,봄,82000
7054,2016-05-20,서울,봄,538060
7055,2016-05-21,광주,봄,3400
7056,2016-05-21,대전,봄,56450
7057,2016-05-21,부산,봄,13000
7058,2016-05-21,서울,봄,451750
7059,2016-05-23,광주,봄,9264
7060,2016-05-23,대구,봄,159080
7061,2016-05-23,대전,봄,40650
7062,2016-05-23,부산,봄,225000
7063,2016-05-23,서울,봄,621680
7064,2016-05-24,광주,겨울,2060
7065,2016-05-24,광주,봄,9632
7066,2016-05-24,대구,봄,57260
7067,2016-05-24,대전,봄,49680
7068,2016-05-24,부산,봄,175000
7069,2016-05-24,서울,봄,495660
7070,2016-05-25,광주,겨울,490
7071,2016-05-25,광주,봄,2384
7072,2016-05-25,대구,봄,61700
7073,2016-05-25,대전,봄,29560
7074,2016-05-25,부산,봄,170000
7075,2016-05-25,서울,봄,546000
7076,2016-05-26,광주,봄,15024
7077,2016-05-26,대구,봄,108640
7078,2016-05-26,대전,봄,81940
7079,2016-05-26,부산,봄,60000
7080,2016-05-27,광주,봄,7824
7081,2016-05-27,대구,봄,59700
7082,2016-05-27,대전,봄,70600
7083,2016-05-27,부산,봄,188000
7084,2016-05-27,서울,봄,669160
7085,2016-05-28,광주,봄,9448
7086,2016-05-28,대전,봄,55150
7087,2016-05-28,부산,봄,37000
7088,2016-05-28,서울,봄,427830
7089,2016-05-30,광주,봄,16800
7090,2016-05-30,대구,봄,99820
7091,2016-05-30,대전,봄,63730
7092,2016-05-30,부산,봄,251000
7093,2016-05-30,서울,봄,522550
7094,2016-05-31,광주,봄,12968
7095,2016-05-31,대구,봄,72480
7096,2016-05-31,대전,봄,60010
7097,2016-05-31,부산,봄,228000
7098,2016-05-31,서울,봄,651730
7099,2016-06-01,광주,봄,17416
7100,2016-06-01,대구,봄,82720
7101,2016-06-01,대전,봄,49320
7102,2016-06-01,부산,봄,268000
7103,2016-06-01,서울,봄,510690
7104,2016-06-02,광주,봄,6184
7105,2016-06-02,대구,봄,131370
7106,2016-06-02,대전,봄,50380
7107,2016-06-02,부산,봄,138000
7108,2016-06-02,서울,봄,466000
7109,2016-06-03,광주,봄,8096
7110,2016-06-03,대구,봄,71980
7111,2016-06-03,대전,봄,52630
7112,2016-06-03,부산,봄,170000
7113,2016-06-03,서울,봄,485570
7114,2016-06-04,광주,봄,6240
7115,2016-06-04,대전,봄,50970
7116,2016-06-04,부산,봄,7000
7117,2016-06-04,서울,봄,277900
7118,2016-06-05,대구,봄,8000
7119,2016-06-06,광주,봄,11960
7120,2016-06-06,대구,봄,15920
7121,2016-06-06,대전,봄,67930
7122,2016-06-06,부산,봄,48000
7123,2016-06-06,서울,봄,616890
7124,2016-06-07,광주,봄,10096
7125,2016-06-07,대구,봄,114300
7126,2016-06-07,대전,봄,62230
7127,2016-06-07,부산,봄,281000
7128,2016-06-07,서울,봄,562250
7129,2016-06-08,광주,봄,12528
7130,2016-06-08,대구,봄,58480
7131,2016-06-08,대전,봄,50570
7132,2016-06-08,부산,봄,104000
7133,2016-06-08,서울,봄,604420
7134,2016-06-09,광주,봄,18576
7135,2016-06-09,대구,봄,98306
7136,2016-06-09,대전,봄,70410
7137,2016-06-09,부산,봄,108000
7138,2016-06-09,서울,봄,528620
7139,2016-06-10,광주,봄,8368
7140,2016-06-10,대구,봄,74540
7141,2016-06-10,대전,봄,71910
7142,2016-06-10,부산,봄,131000
7143,2016-06-10,서울,봄,559250
7144,2016-06-11,광주,봄,448
7145,2016-06-11,대전,봄,38970
7146,2016-06-11,부산,봄,60000
7147,2016-06-13,대전,가을,33880
7148,2016-06-13,광주,봄,272
7149,2016-06-13,대구,봄,98190
7150,2016-06-13,대전,봄,13360
7151,2016-06-13,부산,봄,251000
7152,2016-06-13,서울,봄,595650
7153,2016-06-14,광주,봄,8952
7154,2016-06-14,대구,봄,60880
7155,2016-06-14,대전,봄,47780
7156,2016-06-14,부산,봄,143000
7157,2016-06-14,서울,봄,633550
7158,2016-06-15,광주,봄,7880
7159,2016-06-15,대구,봄,97880
7160,2016-06-15,대전,봄,73490
7161,2016-06-15,부산,봄,169000
7162,2016-06-15,서울,봄,1367040
7163,2016-06-16,광주,봄,7936
7164,2016-06-16,대구,봄,108640
7165,2016-06-16,대전,봄,70000
7166,2016-06-16,부산,봄,150000
7167,2016-06-16,서울,봄,525680
7168,2016-06-17,광주,봄,5256
7169,2016-06-17,대구,봄,55640
7170,2016-06-17,대전,봄,35890
7171,2016-06-17,부산,봄,96000
7172,2016-06-17,서울,봄,342230
7173,2016-06-18,대전,봄,49920
7174,2016-06-18,서울,봄,616940
7175,2016-06-20,광주,봄,7848
7176,2016-06-20,대구,봄,131680
7177,2016-06-20,대전,봄,64070
7178,2016-06-20,부산,봄,264000
7179,2016-06-20,서울,봄,603670
7180,2016-06-21,광주,봄,7552
7181,2016-06-21,대구,봄,92680
7182,2016-06-21,대전,봄,60170
7183,2016-06-21,부산,봄,305000
7184,2016-06-21,서울,봄,566770
7185,2016-06-22,광주,겨울,9470
7186,2016-06-22,광주,봄,7464
7187,2016-06-22,대구,봄,47680
7188,2016-06-22,대전,봄,43360
7189,2016-06-22,부산,봄,289000
7190,2016-06-22,서울,봄,704650
7191,2016-06-22,부산,여름,10000
7192,2016-06-23,광주,겨울,11580
7193,2016-06-23,광주,봄,9648
7194,2016-06-23,대구,봄,150400
7195,2016-06-23,대전,봄,59150
7196,2016-06-23,부산,봄,188000
7197,2016-06-23,서울,봄,470950
7198,2016-06-24,광주,겨울,7100
